Ground truth | result
18 | 19.140053
45 | 37.81634
69 | 54.85989
24 | 27.019554
24 | 24.691528
52 | 56.978333
37 | 37.601444
55 | 52.36235
27 | 27.64375
31 | 29.159369
32 | 37.537106
8 | 10.018508
32 | 36.409847
6 | 5.1475086
22 | 22.567123
28 | 30.550184
29 | 28.193205
17 | 22.029501
33 | 31.877043
18 | 19.390345
24 | 22.127842
28 | 31.369225
37 | 29.15289
11 | 14.665089
37 | 30.213882
28 | 28.712692
21 | 22.46252
21 | 16.238918
31 | 33.5564
40 | 32.388218
36 | 32.562023
63 | 54.079884
31 | 30.880993
7 | 6.2498755
29 | 39.81026
34 | 30.753498
54 | 52.516804
10 | 5.9891295
22 | 23.496317
32 | 30.988503
34 | 31.422659
5 | 4.263047
5 | 8.192238
31 | 29.846272
53 | 47.181377
25 | 23.581276
27 | 27.097118
22 | 23.438217
43 | 42.289433
33 | 28.824238
11 | 26.407398
17 | 19.289639
28 | 30.376408
33 | 34.98544
49 | 43.565197
37 | 37.85969
39 | 48.16265
40 | 40.557785
21 | 6.2067676
25 | 3.0965407
25 | 20.45929
29 | 30.349304
38 | 39.45255
43 | 42.69412
30 | 28.205984
30 | 24.118662
26 | 25.953478
28 | 3.969784
28 | 25.968517
56 | 50.06731
31 | 33.089428
32 | 37.454754
8 | 4.6520257
37 | 41.06888
1 | 0.58095443
1 | 1.2629857
59 | 43.61248
71 | 65.43375
17 | 19.223618
33 | 27.815144
7 | 8.924599
40 | 39.473984
16 | 18.435549
22 | 17.246058
35 | 37.79496
14 | 22.428642
52 | 44.560734
40 | 43.5723
41 | 38.804695
33 | 36.368362
19 | 23.790901
26 | 24.877964
26 | 27.751415
20 | 23.243855
25 | 25.593307
43 | 45.44416
63 | 55.433437
35 | 28.051325
30 | 33.827023
57 | 60.486584
8 | 5.0538535
52 | 54.302532
8 | 21.567413
27 | 23.346767
22 | 28.696497
28 | 25.554535
27 | 28.187347
56 | 51.2449
28 | 25.288715
48 | 33.12369
52 | 47.871296
46 | 35.223892
21 | 18.938389
33 | 38.05692
25 | 22.960537
32 | 29.453297
11 | 17.51524
17 | 20.712118
3 | 3.1994655
7 | 8.136297
22 | 21.019968
45 | 39.16192
38 | 29.675041
34 | 29.318707
30 | 25.799603
17 | 22.767225
23 | 18.19569
27 | 33.55257
2 | 0.896242
21 | 37.969894
30 | 28.61977
26 | 35.832657
30 | 31.816614
17 | 18.407467
24 | 22.924412
34 | 26.393747
10 | 16.82753
36 | 34.59972
73 | 65.44298
17 | 18.071571
47 | 40.434975
18 | 20.321297
55 | 52.3302
39 | 37.920605
18 | 19.65498
22 | 22.87976
3 | 2.8498464
31 | 29.794453
4 | 2.075508
62 | 50.88074
26 | 30.193478
62 | 60.286312
2 | 2.8621309
21 | 16.639542
26 | 27.697393
31 | 22.239765
54 | 50.23969
17 | 18.431696
44 | 44.76205
23 | 24.58564
36 | 33.624744
30 | 28.64122
31 | 21.687756
27 | 28.11563
19 | 20.593206
28 | 27.100834
20 | 21.695967
24 | 26.161722
20 | 22.747265
44 | 42.23067
25 | 24.503128
40 | 37.28178
26 | 29.965744
43 | 42.54534
57 | 55.410206
18 | 24.598854
25 | 22.455715
49 | 50.250484
44 | 41.24316
46 | 39.48337
23 | 23.456028
58 | 51.275784
5 | 6.1475687
37 | 23.353168
60 | 51.419674
14 | 10.001043
25 | 29.560413
26 | 22.776642
4 | 3.1468077
10 | 13.107628
1 | 1.3235166
4 | 4.0173917
57 | 53.47409
24 | 28.734344
24 | 16.932049
38 | 34.508884
26 | 25.018642
24 | 24.777548
28 | 28.30442
55 | 53.21879
64 | 63.19949
40 | 34.79746
22 | 37.94367
19 | 23.348583
21 | 29.787426
50 | 46.243504
34 | 33.663788
27 | 25.02809
57 | 57.004417
34 | 27.423481
56 | 59.94289
19 | 19.374561
4 | 2.3569295
18 | 15.197319
26 | 39.969513
22 | 25.099392
44 | 39.014885
23 | 26.73802
1 | 1.9943889
6 | 5.9939485
21 | 20.980556
29 | 35.37733
4 | 3.801298
35 | 39.39146
47 | 48.314873
19 | 20.173471
22 | 21.300083
43 | 52.773342
2 | 1.7230196
28 | 24.39333
41 | 40.210842
22 | 20.06903
51 | 52.30454
27 | 25.004667
28 | 35.359432
23 | 17.567575
28 | 38.285595
6 | 7.7341924
33 | 28.906982
41 | 36.374405
4 | 2.1415496
27 | 29.259277
17 | 18.250046
48 | 51.40862
33 | 37.108055
23 | 20.777182
35 | 13.877134
28 | 31.074316
25 | 27.89435
18 | 18.759638
34 | 33.464153
26 | 31.67176
29 | 30.111305
24 | 30.554043
39 | 38.87836
62 | 37.714397
3 | 9.399562
27 | 26.85187
23 | 19.732359
3 | 1.9540485
31 | 27.438293
50 | 48.63563
23 | 26.623127
28 | 25.787483
34 | 36.73013
17 | 23.6904
23 | 18.80832
26 | 24.30628
42 | 43.183136
31 | 31.760717
31 | 34.49821
58 | 43.683887
29 | 28.51695
3 | 2.725413
15 | 13.219156
24 | 29.579258
22 | 17.797577
27 | 22.388079
16 | 18.17392
4 | 2.604913
51 | 48.10455
44 | 44.27404
23 | 22.544348
46 | 50.646015
29 | 29.14943
24 | 21.93383
19 | 17.385391
29 | 27.889093
1 | 1.8458024
35 | 28.148327
40 | 37.402203
16 | 17.730171
3 | 2.5826209
45 | 40.07998
28 | 27.853176
38 | 34.097813
65 | 45.10564
30 | 30.486702
24 | 26.434528
60 | 57.97765
21 | 19.28343
29 | 26.39068
4 | 1.5337594
4 | 3.5780723
28 | 31.642416
18 | 23.097004
29 | 25.68056
25 | 23.06457
25 | 23.158127
9 | 8.601692
40 | 39.07161
36 | 31.607216
70 | 73.402954
36 | 38.13957
7 | 24.04264
22 | 29.005474
32 | 34.15433
22 | 25.658356
50 | 42.74585
38 | 20.671778
24 | 18.311762
23 | 26.15115
55 | 50.088924
59 | 52.57278
39 | 25.364697
17 | 19.95575
23 | 23.407509
26 | 28.887638
23 | 23.87927
22 | 10.209459
63 | 58.618603
31 | 29.923706
25 | 23.047695
24 | 28.040949
12 | 22.681877
17 | 12.964083
27 | 24.251625
25 | 27.852964
39 | 46.253677
29 | 30.710308
40 | 47.44015
37 | 33.02321
39 | 34.8688
23 | 20.956745
35 | 30.754646
25 | 27.272705
36 | 29.821623
3 | 1.8450925
1 | 1.3633825
41 | 35.652737
5 | 15.955742
38 | 31.078629
30 | 28.605774
25 | 30.866486
41 | 34.91353
42 | 43.47414
50 | 42.723213
65 | 61.01447
28 | 27.466623
10 | 24.430046
9 | 15.444492
57 | 54.15761
32 | 24.778067
28 | 26.915596
21 | 23.758001
30 | 31.191616
7 | 4.1921773
8 | 5.5303903
23 | 20.398851
1 | 1.1077045
26 | 46.188282
21 | 23.140324
47 | 45.058746
24 | 27.549742
21 | 30.389538
24 | 25.711052
1 | 1.2535937
33 | 35.963406
27 | 22.828337
20 | 20.161982
3 | 1.4600167
21 | 18.66122
27 | 26.121716
4 | 4.400064
19 | 26.894596
27 | 26.213427
46 | 29.591805
45 | 37.23327
26 | 31.6375
19 | 21.19514
40 | 52.17654
5 | 4.067104
41 | 40.09631
16 | 16.259071
24 | 22.04921
30 | 33.716003
53 | 39.284725
32 | 37.131218
47 | 35.932537
18 | 10.756661
28 | 30.38935
23 | 30.245611
19 | 23.092907
34 | 29.182018
22 | 22.619427
31 | 31.178104
64 | 60.611942
38 | 37.648357
24 | 23.382893
25 | 25.826408
50 | 52.717377
47 | 37.926956
30 | 29.80442
32 | 30.162865
40 | 33.9315
36 | 34.650288
5 | 6.3156114
29 | 28.046535
36 | 33.527172
43 | 43.44666
20 | 20.96848
27 | 25.47469
25 | 28.619417
28 | 25.533436
55 | 49.996555
23 | 24.115864
5 | 16.043037
22 | 22.216978
61 | 52.827274
35 | 34.18993
15 | 15.809932
30 | 31.157751
30 | 28.978935
37 | 35.930805
40 | 42.418083
41 | 34.213863
71 | 65.050064
29 | 30.239155
32 | 30.338787
18 | 29.19574
32 | 32.517216
21 | 19.661621
19 | 18.265285
30 | 25.6581
25 | 28.194546
23 | 26.417946
54 | 52.295948
33 | 24.26355
31 | 31.021544
16 | 18.747463
31 | 29.041199
60 | 52.633312
16 | 15.519468
5 | 5.6447434
45 | 27.127792
32 | 31.281496
62 | 68.74458
18 | 21.481281
39 | 32.841244
24 | 25.470192
25 | 27.642443
23 | 22.619446
21 | 25.49607
62 | 15.314486
24 | 24.154137
24 | 25.536732
23 | 21.361687
18 | 20.511688
24 | 24.628685
22 | 23.164486
27 | 26.620838
22 | 25.140469
10 | 10.015146
10 | 8.641815
18 | 18.231972
29 | 22.384499
34 | 32.795914
25 | 21.967876
33 | 37.310596
11 | 8.027558
30 | 32.072582
26 | 25.528828
15 | 16.386778
62 | 60.46091
53 | 11.603332
21 | 20.796661
13 | 12.987274
28 | 32.54355
32 | 29.153547
32 | 34.625183
24 | 25.913116
33 | 20.952847
57 | 56.564518
29 | 28.420822
18 | 25.616167
34 | 26.767223
53 | 49.160553
3 | 4.170317
35 | 36.135128
20 | 23.854412
35 | 35.86575
33 | 28.704815
22 | 21.605701
20 | 16.440231
32 | 30.780443
31 | 34.19759
30 | 30.673443
29 | 36.19678
19 | 20.775341
27 | 27.142025
12 | 15.143553
51 | 40.03452
30 | 28.05553
23 | 26.123165
47 | 45.154766
15 | 15.328903
24 | 31.74572
46 | 34.61829
25 | 23.276005
24 | 28.307518
30 | 27.290142
39 | 35.290035
37 | 36.312977
50 | 43.236843
20 | 22.628067
25 | 27.076565
38 | 33.700405
28 | 20.482609
6 | 4.571817
40 | 34.61221
21 | 20.26265
29 | 30.786934
27 | 27.295837
41 | 44.045742
40 | 44.287987
73 | 65.61207
6 | 6.2090755
3 | 5.027327
21 | 19.803988
41 | 35.28052
34 | 26.828367
30 | 31.831642
37 | 34.483482
20 | 20.279232
33 | 31.255522
4 | 4.1139846
15 | 19.021374
23 | 21.117508
28 | 29.988617
20 | 21.525923
42 | 37.643276
22 | 21.031094
4 | 2.8195393
34 | 30.153988
2 | 1.5528042
27 | 28.520985
5 | 2.5149713
21 | 22.70489
23 | 22.450188
26 | 30.492907
35 | 31.234718
6 | 6.302624
25 | 24.837881
6 | 5.039566
32 | 34.882385
48 | 53.85339
40 | 42.717003
71 | 70.03336
32 | 24.94094
44 | 38.895084
41 | 41.72154
55 | 50.48946
42 | 38.803356
52 | 51.07788
17 | 21.684141
32 | 26.965992
30 | 17.586037
25 | 29.204723
55 | 45.60455
28 | 26.284163
25 | 26.101791
61 | 62.848007
32 | 30.873981
20 | 20.917717
22 | 19.839924
25 | 24.698278
29 | 27.237833
29 | 30.259132
48 | 44.48627
23 | 28.89122
38 | 34.91581
38 | 32.236122
20 | 18.928638
26 | 28.627441
31 | 28.201843
69 | 65.76979
45 | 37.536884
19 | 22.259052
22 | 24.85396
24 | 24.2886
30 | 30.182495
28 | 27.42378
46 | 46.15591
23 | 21.817505
21 | 24.681313
23 | 25.206196
47 | 44.528156
41 | 45.094204
23 | 25.468832
29 | 27.651894
21 | 39.429565
33 | 27.913248
34 | 28.379452
43 | 38.876663
58 | 53.126637
26 | 26.880066
16 | 19.176397
27 | 23.790562
16 | 17.09713
47 | 42.791653
19 | 18.108587
2 | 2.7564132
42 | 35.7627
23 | 31.970448
2 | 4.213008
18 | 19.95038
31 | 28.522526
28 | 24.848375
46 | 26.468632
17 | 9.18346
27 | 32.413975
56 | 58.95084
29 | 25.776731
63 | 60.385242
28 | 27.700909
25 | 20.172125
6 | 7.0331845
56 | 10.094061
33 | 28.902594
27 | 26.692913
18 | 16.799269
25 | 25.618055
43 | 38.72711
28 | 30.32177
25 | 26.657276
68 | 67.587234
35 | 35.67916
29 | 28.995937
2 | 2.6063318
30 | 27.231506
55 | 55.03329
22 | 16.725792
27 | 30.0816
4 | 23.7864
26 | 22.299213
30 | 40.434006
61 | 51.623962
62 | 49.846313
26 | 26.436308
35 | 38.328117
38 | 40.1712
26 | 25.77546
31 | 26.186676
20 | 25.775051
22 | 23.38604
30 | 23.585957
24 | 20.24767
38 | 38.73672
24 | 24.182928
25 | 28.778376
4 | 5.930934
24 | 27.463709
24 | 15.102515
36 | 36.947285
26 | 25.293562
24 | 27.311646
11 | 13.595018
49 | 43.056217
30 | 30.89703
28 | 31.252705
34 | 34.93053
29 | 23.693768
58 | 53.94412
22 | 22.655975
26 | 31.56047
11 | 2.8966327
48 | 38.78684
26 | 28.02345
28 | 25.857174
88 | 76.24037
31 | 24.814026
36 | 30.824703
35 | 38.985176
26 | 26.517025
30 | 34.03006
28 | 27.548422
37 | 38.88091
17 | 17.094376
46 | 46.17014
24 | 24.124397
52 | 50.585426
36 | 32.880867
36 | 39.86436
50 | 44.461594
30 | 28.552177
18 | 16.940434
44 | 33.632793
30 | 29.65823
46 | 46.474056
23 | 29.277641
19 | 20.622742
18 | 19.67107
25 | 29.71189
18 | 21.9855
30 | 26.748802
24 | 28.155869
26 | 30.142761
36 | 24.932892
36 | 30.182682
2 | 2.144582
28 | 22.964111
38 | 22.992159
31 | 27.95789
35 | 27.196163
33 | 28.776245
63 | 59.06406
29 | 29.141933
30 | 24.495346
37 | 27.393322
45 | 42.57241
21 | 20.6356
20 | 21.320457
22 | 22.286991
29 | 29.648146
28 | 26.282722
22 | 17.312737
38 | 33.024223
52 | 56.74056
23 | 23.312813
43 | 34.538456
28 | 27.981388
48 | 46.89161
41 | 37.980755
35 | 37.79748
19 | 17.479265
17 | 21.62453
28 | 22.819881
8 | 7.0622053
23 | 22.693428
59 | 66.31785
42 | 38.241684
18 | 20.285461
50 | 48.805546
33 | 37.576374
16 | 17.68879
37 | 33.202168
28 | 29.174109
74 | 60.77857
52 | 50.21909
25 | 25.959215
37 | 36.39726
29 | 26.870481
32 | 33.343853
24 | 22.735476
27 | 30.686373
24 | 27.713047
40 | 37.233654
32 | 30.494062
24 | 26.269886
19 | 18.384222
31 | 33.17949
24 | 18.871422
30 | 20.669434
31 | 30.861736
47 | 44.19251
1 | 1.2055498
42 | 35.759846
30 | 28.823236
34 | 30.634483
25 | 28.08026
44 | 39.66007
18 | 23.032372
37 | 18.294388
33 | 27.889738
33 | 32.85981
30 | 28.825539
56 | 57.160603
15 | 22.83413
43 | 35.227016
26 | 24.560598
22 | 24.740911
20 | 28.7354
22 | 21.601099
18 | 30.666985
57 | 54.440784
58 | 52.596706
52 | 49.649418
29 | 29.172382
20 | 14.722805
42 | 42.839493
28 | 27.878601
3 | 4.3266244
25 | 21.434212
51 | 50.028805
63 | 12.164102
34 | 38.893818
30 | 25.976028
18 | 20.351639
48 | 47.09399
29 | 31.507698
31 | 36.881947
25 | 28.73169
50 | 42.21998
35 | 30.675531
38 | 35.652313
30 | 22.749428
32 | 32.974255
19 | 19.293531
28 | 31.836563
24 | 16.373816
21 | 18.634384
2 | 2.3999217
19 | 18.819918
28 | 30.70046
30 | 23.278896
29 | 28.316887
61 | 67.85326
57 | 50.4058
31 | 36.958622
31 | 38.177402
46 | 45.258175
55 | 50.562607
14 | 16.299868
26 | 26.020435
28 | 27.991175
26 | 24.687828
41 | 29.679031
56 | 48.931797
16 | 16.701508
33 | 36.80794
16 | 18.990051
30 | 32.121006
22 | 20.67901
49 | 44.608913
62 | 66.43758
16 | 22.146936
56 | 56.913765
36 | 28.002151
24 | 23.066328
31 | 28.673172
51 | 47.789936
24 | 27.380096
47 | 49.433372
24 | 26.685532
34 | 33.120758
63 | 65.58555
24 | 23.777258
39 | 37.4753
29 | 33.458366
21 | 22.51711
23 | 8.941843
52 | 49.699703
27 | 25.102833
70 | 60.812645
20 | 23.674839
23 | 27.758139
81 | 69.71318
16 | 22.585358
60 | 67.31098
35 | 42.226402
39 | 25.004921
24 | 26.84395
42 | 37.005806
42 | 33.544743
39 | 38.98373
20 | 21.24741
39 | 35.08809
23 | 26.792942
48 | 48.58099
63 | 61.039684
22 | 18.125675
19 | 19.594292
4 | 4.563784
21 | 19.430874
24 | 26.007946
22 | 21.609386
26 | 25.810738
44 | 50.896503
30 | 29.978802
24 | 19.668285
26 | 14.994716
19 | 18.14527
55 | 57.27038
44 | 45.601482
46 | 41.881134
30 | 32.112232
15 | 17.967838
40 | 30.476116
24 | 19.520094
18 | 14.40386
16 | 15.284689
46 | 42.42387
20 | 19.199423
60 | 58.96685
52 | 57.360462
39 | 26.850323
44 | 44.913303
30 | 31.261206
43 | 45.29958
44 | 44.788708
22 | 26.50782
4 | 3.8829427
29 | 29.278864
47 | 41.127056
38 | 33.711006
28 | 30.476341
28 | 30.274021
13 | 15.294021
19 | 24.098108
17 | 18.097221
26 | 29.474276
25 | 24.25621
30 | 29.652557
21 | 25.527882
36 | 28.929447
33 | 34.58357
25 | 21.8232
32 | 32.909653
37 | 33.46588
24 | 25.515684
33 | 31.80489
26 | 37.02376
27 | 23.082376
18 | 20.640814
39 | 35.28582
13 | 8.482542
55 | 56.463165
21 | 22.304008
24 | 17.902641
48 | 16.688482
21 | 17.525284
22 | 23.882877
44 | 40.12531
58 | 56.81486
66 | 55.810963
24 | 20.838655
30 | 34.432343
42 | 46.446304
47 | 46.709858
24 | 29.23287
30 | 29.160961
26 | 28.20596
41 | 33.698917
27 | 28.702991
18 | 25.529411
30 | 30.104404
49 | 32.780544
52 | 49.53327
22 | 27.830421
57 | 47.04913
57 | 55.60877
46 | 44.36981
16 | 19.386421
37 | 39.187595
36 | 37.729843
41 | 35.131138
38 | 35.30663
17 | 22.29406
18 | 29.794395
21 | 20.640862
35 | 30.156237
34 | 29.557713
33 | 26.310972
31 | 31.23026
22 | 18.956114
41 | 38.101395
35 | 33.184883
23 | 18.62682
27 | 30.567211
42 | 9.390432
17 | 18.302132
42 | 40.428112
22 | 23.349052
22 | 24.462675
18 | 22.146936
26 | 26.87991
32 | 26.337543
47 | 46.569107
45 | 47.243687
37 | 41.097187
26 | 24.841017
21 | 15.545253
38 | 43.04658
27 | 18.79634
22 | 27.71791
30 | 29.145498
38 | 36.42641
26 | 23.967197
32 | 31.421078
8 | 8.924376
46 | 44.654667
38 | 33.989445
5 | 18.59237
53 | 43.00197
21 | 22.970913
37 | 37.352413
17 | 21.675404
28 | 33.557583
28 | 20.585903
22 | 22.360802
62 | 40.229713
26 | 20.803154
33 | 30.436695
47 | 47.582333
32 | 31.76348
35 | 32.824085
64 | 55.758583
26 | 26.500435
46 | 47.40022
50 | 37.820866
16 | 18.89327
18 | 19.124638
29 | 24.470701
24 | 21.594078
28 | 28.265232
22 | 23.269012
40 | 32.596977
54 | 55.647995
26 | 25.636745
49 | 40.009365
22 | 21.435925
19 | 26.183758
22 | 24.59364
31 | 23.277132
46 | 47.028225
23 | 23.840794
29 | 26.36804
21 | 21.244635
30 | 29.901869
29 | 27.869171
23 | 27.111988
22 | 26.42571
40 | 39.23557
27 | 29.17369
25 | 25.54677
35 | 32.070362
43 | 37.714436
24 | 21.724392
26 | 24.165232
34 | 33.07549
26 | 24.941547
30 | 31.681473
25 | 27.993149
17 | 17.070232
42 | 41.679783
20 | 27.188816
22 | 23.13761
49 | 51.076862
80 | 68.95835
19 | 18.630112
22 | 24.734413
50 | 50.221676
16 | 20.379326
25 | 22.53049
25 | 31.594337
33 | 32.368267
20 | 22.719654
22 | 16.980633
15 | 16.758757
22 | 22.498875
52 | 50.70065
32 | 32.690575
39 | 47.790703
32 | 21.962952
29 | 23.165037
27 | 24.215168
40 | 42.799664
34 | 33.502724
23 | 21.81896
47 | 46.58669
49 | 50.208263
12 | 18.075827
57 | 58.20075
25 | 26.495617
38 | 30.259392
19 | 25.689173
32 | 32.71786
18 | 18.834858
45 | 23.33347
25 | 23.521706
36 | 31.07689
32 | 25.015614
19 | 4.224591
26 | 22.853424
34 | 27.101818
45 | 45.71392
22 | 19.667397
22 | 23.448
55 | 56.240757
23 | 21.57383
28 | 24.764637
32 | 30.289104
41 | 32.593983
31 | 37.67145
36 | 39.143085
30 | 33.329018
15 | 20.068867
45 | 33.90308
37 | 26.065369
21 | 20.71367
35 | 39.885838
18 | 21.71939
38 | 33.892864
55 | 51.377842
16 | 21.255922
66 | 61.746704
28 | 26.1731
51 | 49.80175
33 | 28.437454
69 | 72.90753
17 | 14.489722
60 | 53.542652
29 | 30.446095
56 | 48.50189
32 | 31.074724
22 | 23.081228
28 | 20.91359
28 | 27.96747
36 | 31.385292
32 | 32.72881
23 | 25.343838
30 | 29.891214
18 | 20.381886
24 | 28.271976
38 | 34.944042
16 | 20.271141
26 | 22.583508
